gene,p_model,coef_log_constraint,p_log_constraint,coef_log_pathogenicity,p_log_pathogenicity,coef_pLoF_indicator,p_pLoF_indicator,coef_missense_indicator,p_missense_indicator,coef_constant,p_constant,filename,phenocode,description
ITGA1,3.821140608054495e-07,0.2094327475356329,0.4515136763039249,0.0374221313489885,0.000260163387091,0.0796133971810726,0.0661609259250587,0.0537488953075811,4.013928315377866e-07,-0.0448548478811726,0.0003905211814602,30730.unified.tsv.gz,30730,Gamma glutamyltransferase
LRRC75B,4.2193770268876e-13,-2.4185185039178827,3.56179777996499e-06,0.2042638811724886,1.6405304677562705e-06,0.1290964835509291,0.1859603774393435,0.2152272099081804,5.839523396819951e-13,-0.1630235014440175,1.926808091610524e-07,30730.unified.tsv.gz,30730,Gamma glutamyltransferase
P2RX7,9.415443148719236e-15,1.7716282145073368,1.1988004216878692e-13,-0.0156306826744645,0.0309625769641309,-0.0338500488563821,0.0240878408370863,0.0193361707207079,0.0085155783494718,-0.0625089588653471,3.659768536251087e-13,30730.unified.tsv.gz,30730,Gamma glutamyltransferase
PIWIL3,6.53925087556291e-10,0.3208329813938297,0.189005409235233,-0.0321585753521404,8.947033087908745e-07,-0.0727153237746051,1.4070496359492643e-06,0.0103132736505315,0.3030089447030853,0.0485895238598481,3.4937519070824127e-09,30730.unified.tsv.gz,30730,Gamma glutamyltransferase
PKD1,7.2310234326193875e-25,-0.1559091804346142,0.1195995484869304,-0.0837429980208747,3.0338512114090236e-14,0.1542735464201618,0.0250311797649201,-0.0650168926125418,5.097117331353048e-23,0.0655868667091712,1.7575652517963686e-15,30730.unified.tsv.gz,30730,Gamma glutamyltransferase
SIGLEC1,1.1469990888003279e-46,0.0970932624098379,0.4589806914653349,0.0269004465014118,1.2317798388759106e-05,0.1259279493598973,1.6522453000739866e-31,0.0749325676859017,7.648837619574576e-27,-0.0300548240311134,3.018849739830443e-07,30730.unified.tsv.gz,30730,Gamma glutamyltransferase
SPECC1L,1.1237775223522065e-07,-0.3354719810143307,0.0092528667485711,0.0736822862469133,3.59540349229934e-08,0.1943885572746363,0.1522027047095179,0.0242220526919895,0.0447148065794124,-0.1150351837347654,1.1832198544900832e-16,30730.unified.tsv.gz,30730,Gamma glutamyltransferase
TCHH,2.498700094412575e-07,-0.1526078873697332,0.1051254037593912,0.0303766327342003,1.5060735988228527e-06,0.0185571562429341,0.184614568640406,0.024524605690429,0.0005773361800944,-0.0328283449389043,3.765262606396658e-05,30730.unified.tsv.gz,30730,Gamma glutamyltransferase
TNFRSF10B,5.31938490760329e-08,-0.3832934592896104,0.5499180464060172,0.1125783545119809,0.0008295759670938,0.1902480689288333,2.0833067640790066e-07,0.0733651928697079,0.0093072434403832,-0.0892145572814186,0.0033690023084443,30730.unified.tsv.gz,30730,Gamma glutamyltransferase
PCDHGA1,1.5266985000678506e-19,2.6294331864604112,0.3670761675199678,-0.2214797132357961,4.212499343655304e-14,-0.1022731695644441,0.649652923515716,-0.1072483665626235,7.452142617987346e-05,0.1069045648894481,0.0007701520884439,25589.unified.tsv.gz,25589,Weighted-mean L1 in tract posterior thalamic radiation (right)
LOC101929680,5.963301972065089e-16,0.0531615136571876,6.002865587551406e-16,1.896236426376279,5.963276928540186e-16,0.0,,0.0,,-2.2600355968741863,6.18345348361715e-16,3536.unified.tsv.gz,3536,Age started hormone-replacement therapy (HRT)
PCDHGA10,6.676476300386124e-09,-0.2772936677958228,0.2358354697444364,0.1083624750016737,2.3983649019506785e-10,-0.0437907160289037,0.3097199042922293,0.0330662653209285,0.3658850440222982,-0.0176524760549215,0.6085057301881469,3536.unified.tsv.gz,3536,Age started hormone-replacement therapy (HRT)
PCDHA1,8.015520984755419e-07,11.053389862606668,6.224792671569239e-06,-0.0292063244513515,0.1032271793302834,0.0,,-0.0539629158247089,0.2248177269469893,-0.1008495959217536,0.0297400767903176,25303.unified.tsv.gz,25303,Mean L3 in corticospinal tract on FA skeleton (left)
PCDHGA4,5.269291121089838e-07,-0.764623010542406,0.5322175624850087,-0.2196085977010031,4.963562663377231e-09,-0.0567874724482538,0.8906625005936176,-0.0055579038598279,0.9664772987166256,0.0743938835950393,0.573767974404894,25303.unified.tsv.gz,25303,Mean L3 in corticospinal tract on FA skeleton (left)
CYB5R4,4.9857736901628175e-08,0.7290528345309181,4.814826488172879e-09,-0.040634608435353,0.0315292767966908,-0.1208710796760152,0.1957597310849711,-0.0111651164236315,0.6794549687044141,-0.0029020370021618,0.9127726801990066,20511.unified.tsv.gz,20511,Recent poor appetite or overeating
HBEGF,3.3534205604940796e-10,1.1443144848789917,0.0003137403453924,-0.0655180941671526,0.0430107633121733,1.7407512141477033,4.1808341739815966e-08,-0.1015160801276481,0.0001989852081759,0.0423157449256451,0.1119888090794365,20511.unified.tsv.gz,20511,Recent poor appetite or overeating
LHX5,1.3790003433740842e-09,0.9124010645192876,8.402039556570545e-12,-0.0166822652456722,0.485038511406248,-0.3439310407633666,0.3783620577770924,-0.0281993343438823,0.1144110503962409,-0.0092847373670296,0.6145774286474106,20511.unified.tsv.gz,20511,Recent poor appetite or overeating
LOC101929680,3.2078451562739638e-15,0.0162099977580381,3.3643555361964146e-15,0.5534410700917451,3.2077362865239888e-15,0.0,,0.0,,-0.5441512677649523,4.041868165906692e-15,20511.unified.tsv.gz,20511,Recent poor appetite or overeating
LYRM1,5.9554576593593215e-08,1.3642117118174597,1.1702446443186757e-08,-0.03052436864907,0.5017505940909326,-0.1739701361681349,0.002652766544559,-0.0518680681660522,0.1901348219202214,-0.0017571656312939,0.967125966609674,20511.unified.tsv.gz,20511,Recent poor appetite or overeating
MYOCD,7.985252374223226e-07,1.1462532171220607,1.1995262035628206e-08,-0.0163511334882137,0.3906799802659172,0.0605742283388044,0.5686623103425359,0.0016715094010326,0.8979472922168847,-0.0055145741367144,0.7200357047727388,20511.unified.tsv.gz,20511,Recent poor appetite or overeating
PRKCG,1.5591034584233565e-07,0.7498596872400126,3.001611755062452e-09,-0.0114612207148437,0.6279966754399817,0.269887512091286,0.2057429835189767,-0.0231325896047626,0.3479646599157774,-0.0026597570751064,0.8743935645561157,20511.unified.tsv.gz,20511,Recent poor appetite or overeating
PCDHA1,3.2737001300007914e-08,-12.304995237290909,5.64152411138544e-08,0.0164969663129703,0.3124730773758902,0.0,,0.0567453794518376,0.1636829715578791,0.1014506680469429,0.0170151742239825,25820.unified.tsv.gz,25820,"Volume of grey matter in Supramarginal Gyrus, posterior division (left)"
PCDHGA1,4.4172215207536135e-14,16.21920064891561,9.08716482710864e-06,0.0631583791444946,0.0690359477066206,0.0393154910736705,0.8875924863713723,0.0760052353918623,0.0219673009588725,-0.239765069157588,2.0930922695866118e-09,25568.unified.tsv.gz,25568,Weighted-mean MO in tract uncinate fasciculus (right)
PCDHGA10,2.4749878255784906e-10,0.0250059834154629,0.9496892216984272,0.2561247873985036,1.7403378081437244e-12,0.0010793220726684,0.9913741133987148,0.0872999124216714,0.2914936206011326,-0.1075285895196816,0.1592317625635488,25568.unified.tsv.gz,25568,Weighted-mean MO in tract uncinate fasciculus (right)
PCDHGA1,4.0517001433322064e-10,4.959089340817133,0.2200352231744412,-0.2173783872489934,4.6559488759764404e-08,0.4794927426165407,0.1251258765708464,-0.138731745001482,0.0001804772097901,0.1236921618732665,0.0045375409123893,25477.unified.tsv.gz,25477,Mean ISOVF in cingulum hippocampus on FA skeleton (left)
PCDHGA10,2.966130442978058e-15,-0.3478905553607393,0.3784423342930079,0.3153821207762339,4.7287452729806296e-17,0.011880616999912,0.9037173397722124,0.1704978339601287,0.0378263709151565,-0.1599138369982486,0.0347506353903244,25477.unified.tsv.gz,25477,Mean ISOVF in cingulum hippocampus on FA skeleton (left)
PCDHGA1,3.962220268715817e-13,21.197966211067666,2.936014936934336e-11,-0.2428721574372876,5.667517775683049e-15,-0.2020888180118171,0.396085975267437,-0.1017389045914852,0.0003759933211184,-0.1302401500886853,0.0001134653118111,25152.unified.tsv.gz,25152,Mean MO in middle cerebellar peduncle on FA skeleton
PCDHGA10,1.4651025606959756e-09,-0.2544020130348053,0.5418843660625337,0.2545272784811485,1.8627421477511304e-11,-0.1277536705540025,0.2356019479027373,-0.0412686472685563,0.6407951719182232,0.0321514230635265,0.6927198068423284,25669.unified.tsv.gz,25669,Weighted-mean ICVF in tract posterior thalamic radiation (left)
ARL15,2.036281582553765e-08,-62.493027085522094,5.061197795338122e-09,-0.1849136454859218,4.762368965095823e-06,0.0,,-0.4611596723368341,2.855384941039898e-06,0.8532347586509145,2.1887776155394765e-07,25506.unified.tsv.gz,25506,Weighted-mean FA in tract medial lemniscus (right)
KDM5B,3.5460264884618674e-11,-165.49977086220238,0.8993227354511935,504.2569329781766,1.6643994300551852e-05,3331.3266846503934,1.4851704233363312e-09,374.69297248249615,0.009145837763371,-465.1491825208132,0.0018003695812571,Touchscreen_duration_custom.unified.tsv.gz,Touchscreen_duration_custom,
PCDHGA10,7.083537495935864e-07,1668.088166852346,0.2467395876605802,-516.9812181926458,6.46194376899709e-08,-39.19715248945624,0.8424111697056764,1.247431925026333,0.9941467943487254,352.04841597641934,0.0322904434446587,Touchscreen_duration_custom.unified.tsv.gz,Touchscreen_duration_custom,
PCDHGA1,5.790801913819876e-22,13.265066530786166,1.8532773166674785e-06,0.0939228388618551,0.0004011955021591,0.295601309931896,0.1402604492324603,-0.0029210973435603,0.9065324924850864,-0.1618374253803249,7.743175708750723e-08,25794.unified.tsv.gz,25794,Volume of grey matter in Precentral Gyrus (left)
UGT1A1,6.858955424064422e-10,1.0322502014690351,0.1173558188506808,0.1948559135093179,8.190905493787105e-10,1.1561857620580225,0.0865055023567597,0.1697085020592132,0.0573190015463452,-0.2610704403058529,0.0018153540457481,25794.unified.tsv.gz,25794,Volume of grey matter in Precentral Gyrus (left)
PCDHA11,6.344199464686325e-07,0.6402747269369045,0.2011226037158009,0.4968836651552034,4.8213210908296396e-08,0.0,,0.0688973581453281,0.0997387917860624,-0.257045245522954,1.3270043124669204e-05,25157.unified.tsv.gz,25157,Mean MO in fornix on FA skeleton
PCDHGA1,3.163780189350616e-07,-3.4712631935204263,0.2862594377231583,0.1568994657359709,8.6949743547563e-07,-0.1150760315595664,0.6470791206643525,0.0360733575664708,0.22568533771379,-0.0457767154682402,0.1924308554523001,25157.unified.tsv.gz,25157,Mean MO in fornix on FA skeleton
PCDHA1,6.285414591022597e-08,-8.354070800564593,0.0001037289086255,0.0367280175706878,0.0222386520299987,0.0,,0.0970856884688281,0.0150524920144761,0.0422866170131541,0.3041365965637374,25436.unified.tsv.gz,25436,Mean OD in uncinate fasciculus on FA skeleton (right)
PCDHA10,5.527596883470817e-07,15.674743804140745,0.0001030731822596,0.0855471256482716,0.0212625895984841,-0.3350572993303468,0.2288894835134311,-0.1026957335635709,0.0836738732306149,-0.1535615029356613,0.008157925523505,25436.unified.tsv.gz,25436,Mean OD in uncinate fasciculus on FA skeleton (right)
PCDHA1,9.856194041582029e-14,18.8109828647065,9.07970291098078e-13,-0.0319184278357313,0.0862158312761047,0.0,,-0.0345938839849914,0.4518222296025315,-0.1986874422718196,4.590957835831838e-05,25035.unified.tsv.gz,25035,Median T2star in hippocampus (right)
PCDHGA1,4.243138004910112e-09,3.832367647936445,0.362047187339543,-0.2183604406833508,1.269789329314003e-07,-0.1276373626944569,0.6942522727233948,-0.1146440474739028,0.0034282808528726,0.098521933228599,0.0318299351470055,25571.unified.tsv.gz,25571,Weighted-mean L1 in tract anterior thalamic radiation (left)
PCDHGA10,1.8694213709760697e-11,-0.0278945290942674,0.9384426002016316,-0.2466653829519494,1.5547098296759925e-13,-0.0192029476885598,0.8343275550400698,-0.1123614524711754,0.1397934266616821,0.1343755737466788,0.0558365351445172,25571.unified.tsv.gz,25571,Weighted-mean L1 in tract anterior thalamic radiation (left)
UGT1A1,3.498036026659703e-16,1.492889540884461,0.0026178164570783,0.2115519325327959,2.2358402972092042e-17,0.524277455939195,0.4591655633995205,-0.1426260129758871,0.0406960007688585,-0.0913776356489941,0.1597968585075272,25571.unified.tsv.gz,25571,Weighted-mean L1 in tract anterior thalamic radiation (left)
PCDHGA1,5.874550876086409e-11,14.783927069737684,3.0165365236784262e-06,-0.2219035880926724,1.0892589155000434e-12,-0.0921026371012297,0.7018288762886418,-0.0328463675917032,0.2555031778020996,-0.0787851065338845,0.0206629404579933,25295.unified.tsv.gz,25295,Mean L2 in tapetum on FA skeleton (left)
LOC101929680,1.1149993124948135e-13,28.02194812144991,1.0716696000020161e-13,-0.70181804470266,7.109692502832475e-14,0.0,,0.0,,0.0648497002259623,8.0199648050955e-13,branched_chain_amino_acids.unified.tsv.gz,branched_chain_amino_acids,Branched chain amino acids
PCDHGA1,9.064061501161975e-17,1.5071186335001967,0.2531619786217534,0.0886408412271854,3.378800784819341e-10,-0.0160864337289169,0.8887448507378753,0.0614143353444963,2.647252513982309e-05,-0.095484484319161,5.307565168486819e-09,branched_chain_amino_acids.unified.tsv.gz,branched_chain_amino_acids,Branched chain amino acids
PDE3B,1.0977950768564544e-09,-0.6792268696801682,0.4319054597312383,-0.0528987870083852,0.0003118976682926,-0.3636178773590547,3.2803704156216955e-08,-0.0020970578652655,0.9479142908941856,0.0352793227996072,0.2787270786299102,branched_chain_amino_acids.unified.tsv.gz,branched_chain_amino_acids,Branched chain amino acids
HMHB1,2.885280265639549e-15,-40.02258110044738,1.9505451942486906e-15,2.432464901897859,1.974867124770758e-15,0.0,,2.111875349462059,2.31283649471546e-15,0.1530566407862267,1.0669142477423464e-14,22410.unified.tsv.gz,22410,Total trunk fat volume
MPC1,1.3193117620408987e-26,161.5100989137037,8.822129895043558e-26,6.613258699780584,6.2288834709002934e-27,0.0,,1.0863923015148311,1.1884018972149303e-26,-4.7290613104639405,1.4938787410418198e-26,22410.unified.tsv.gz,22410,Total trunk fat volume
PCDHA11,1.1360599453079412e-08,1.0416703898494055,0.0381913336190074,-0.6995052311993903,3.3717717706447613e-09,0.0,,-0.1569390810313677,0.0250446015177224,0.357924057562435,8.638763388741124e-06,22410.unified.tsv.gz,22410,Total trunk fat volume
ADAMTS17,1.6113191040236523e-10,-11.366250357662372,0.0126195201974525,0.1250734092266384,4.071980127560986e-05,0.648947530067407,6.248388222059102e-06,0.219245223085998,1.55187725626812e-07,-0.0280039946261795,0.6142788718839567,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
ADAMTS3,1.3261964683901092e-15,-0.3178500426981978,0.1148765201247205,0.0719335941253875,4.641469988851495e-07,0.7365573116760646,3.388923007262483e-07,0.1510762094330039,8.86530188697251e-10,-0.1039152449564941,3.260955725056807e-05,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
ADAMTSL2,9.217952071148564e-09,-0.4595689240936607,0.1602597548243183,0.142049365981736,5.58828196785325e-06,0.5816380790134205,0.0001864748010284,0.1136213813146675,4.72823613656136e-08,-0.0999438578877783,1.935917218596688e-05,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
COL8A2,1.4941107448429882e-16,-0.5493196873802515,0.2693393588061046,-0.1619988345286226,3.68351584467299e-07,-0.7558627843677576,1.1968882608742977e-07,-0.1725295266604813,1.47166894081926e-13,0.1106903674903856,6.143213078792676e-06,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
CRISPLD2,7.723556527278001e-10,-0.0071308967792239,0.9811431796134324,0.0579003746198806,6.368274236104611e-09,0.2553112968437229,0.0036859682688111,0.0820453643756867,0.0033516164067331,-0.0661011111165374,0.0131265433970951,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
FBN2,4.2304186636349433e-14,0.024136641464114,0.8210095879883611,-0.0772817278588023,4.374641762401988e-09,-0.7581132511897839,8.272608192116151e-09,-0.0535910719580054,7.126381294764016e-07,0.0611064236628237,6.087664946675435e-08,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
PPARG,2.8268234674919863e-08,1.1282617174116412,0.0187274093039234,0.1475604683114449,0.000262170704029,0.6081886487375429,0.0440525007601674,0.2060147427389021,7.17127388925114e-05,-0.0961631664263937,0.0056732398108217,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
STAB1,1.627552498137332e-07,0.0776414105767532,0.5689444773016796,0.0804721621148196,0.0002835809799228,0.1572675363619886,5.314753906143334e-06,0.0637092479360282,2.528164535044207e-05,-0.0599228685100868,0.000390018985722,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
THBS4,4.6647930253174415e-08,0.404811927725617,0.0744279793906975,0.0581892558737867,3.222705247220618e-08,0.0132055186305877,0.8667491261498893,0.0520614600505777,0.0360706047211059,-0.0545765498627627,0.0232345640935415,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
VEGFC,5.262474060414148e-07,0.0134196555480886,0.940058327586208,0.2213500096848847,1.1632657123765632e-06,1.1126120580555168,0.0006152106021367,0.091407354647169,0.0399001408734767,-0.1416443510412388,0.005160912980375,FFMIadjBMI_female_custom.unified.tsv.gz,FFMIadjBMI_female_custom,Fat free mass index adjusted for body mass index (FFMIadjBMI) female
ADAMTS3,3.775557033068402e-08,0.0271605879906157,0.8370863712783498,0.0591088627553465,5.240684838898857e-10,-0.0280254271630772,0.7806362264019372,0.0243130157726287,0.123064078354417,-0.0510037468288769,0.001830897965435,30890.unified.tsv.gz,30890,Vitamin D
APOB,3.1863802510589396e-26,-0.1322891551582707,0.2449026554783541,0.0198935409497567,0.0004445766645964,0.3514446447111269,2.702363084066437e-26,0.0116373846353886,0.0533899134553062,-0.0054386539264174,0.409727281167769,30890.unified.tsv.gz,30890,Vitamin D
CYP2R1,1.5316494178644942e-20,0.6103362202015414,0.0618733445622676,-0.167072842749898,1.3552696903094477e-07,-0.664556857407434,2.980422195372863e-17,-0.0692782318968906,0.0162398189000517,0.2082339431969792,3.4400743085217245e-12,30890.unified.tsv.gz,30890,Vitamin D
DHCR7,2.309456882194906e-31,-0.8229415749105986,0.3067850521736552,0.0517321147193003,2.8696542509367573e-08,0.221501191879308,2.2917549971647203e-16,0.0686395655557014,0.0001996096364176,-0.0451621390878848,0.0064179937850396,30890.unified.tsv.gz,30890,Vitamin D
HAL,2.1441516970775122e-18,-0.403254608915221,0.4039732075096659,0.0488843780018711,8.405560144042112e-10,0.1085839807657493,0.010451513846662,0.0666358430784566,7.93473035806136e-11,-0.0122958162909536,0.1812280406404772,30890.unified.tsv.gz,30890,Vitamin D
PCDHGA1,1.1860406903847936e-09,-0.0573272015643421,0.7476056859765021,-0.0347879224884586,8.474354852060494e-10,-0.0794464205034354,0.224332706553545,-0.0331354846446688,1.265522366805826e-05,0.0366875338045411,1.292592470217834e-06,30890.unified.tsv.gz,30890,Vitamin D
UGT1A1,1.6087119153473697e-07,-0.1224098710646589,0.7433811223903809,0.0478061383075185,6.076907350490183e-09,0.0878353744766788,0.3319848108225369,0.0297907993656449,0.1450297479366307,-0.0180010275556496,0.3653605097673792,30890.unified.tsv.gz,30890,Vitamin D
PCDHA11,2.1666880976417938e-07,0.1023758118869151,0.8279945632965167,-0.4687361630423383,6.761755174986733e-09,0.0,,-0.0741491483255134,0.0373602162257657,0.2972252591504161,2.184502119389504e-08,12679.unified.tsv.gz,12679,Number of beats in waveform average for PWA
PRKAA2,1.3880848961576776e-07,0.2557853448897872,0.4085683395247126,0.2818525905724011,4.820235880820663e-07,0.388566950672116,0.3563945822587485,-0.3785209345805141,3.834736452348788e-07,-0.1418382035674352,6.289996008324699e-05,12679.unified.tsv.gz,12679,Number of beats in waveform average for PWA
PCDHGA1,3.256386999450764e-11,15.96002949871654,1.328495585592966e-06,-0.233619929797116,6.40631287388982e-13,-0.198168104541443,0.4290577050270407,-0.0370496361200975,0.2189460358866415,-0.0785183656936266,0.0269170495248258,25343.unified.tsv.gz,25343,Mean L3 in tapetum on FA skeleton (left)
PCDHGA10,5.260988368257679e-07,0.4421210212859929,0.2933636514674495,-0.2071044497769153,2.5241402463891735e-08,0.1239061928516799,0.2479943109834672,-0.0360563940676691,0.683087967953938,-0.00648314736734,0.936441105807842,25343.unified.tsv.gz,25343,Mean L3 in tapetum on FA skeleton (left)
UGT1A6,5.262636009348805e-07,-13.1369020034222,0.017890690169824,-1.9502888310561632,7.537729791085277e-08,0.3413810346037538,0.5442474567803774,-0.8509005241432628,3.0365440076737144e-08,1.4361484197493457,1.5946127025274473e-07,25880.unified.tsv.gz,25880,Volume of grey matter in Caudate (left)
PCDHGA10,2.1078795254158417e-15,0.4592537918207922,0.233655528932719,-0.3037592318566783,1.0441624416988564e-16,0.0577148096055846,0.5596120883588757,-0.1597418741226084,0.0513166321385705,0.1354067628525718,0.0723267099228725,25337.unified.tsv.gz,25337,Mean L3 in superior longitudinal fasciculus on FA skeleton (left)
PCDHGA10,2.1835982060253653e-14,-0.1372358846604106,0.6860158311185128,0.2431383880755294,1.4126682026444277e-15,-0.1010927547399854,0.2097943107693098,0.1047851097219075,0.1170990442947521,-0.1253937074801492,0.0436703771020005,25802.unified.tsv.gz,25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)"
UGT1A1,4.904450829252769e-11,-1.6973086262090409,0.0004886239286733,-0.1163874219465559,4.1638972832541577e-07,-0.1116870457807444,0.8206531019680174,0.3535723493631276,1.0604452758783629e-07,-0.0305982607858771,0.6129900606771441,25802.unified.tsv.gz,25802,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)"
ARL15,3.285194465598454e-07,87.42265000239505,5.6659786760891136e-08,0.2641607119746882,4.642168110746203e-05,0.0,,-0.242146092348046,0.0030909188750796,-1.4196548665313256,1.0230327239226e-06,25237.unified.tsv.gz,25237,Mean L1 in cingulum hippocampus on FA skeleton (left)
UGT1A1,2.8054682822120736e-10,2.4738920306722103,9.140770109797876e-06,0.1438466753861948,4.362146244924892e-08,0.728658995057294,0.1943621690805114,0.0574091866302371,0.4372146637765888,-0.1267864369478055,0.0662708674124518,25844.unified.tsv.gz,25844,Volume of grey matter in Cuneal Cortex (left)
PCDHGA1,1.1247794713881e-22,-8.807777772109853,0.0067666134111553,-0.1752914865153538,3.78833567640453e-08,0.24772215167144,0.3218723076942085,-0.1101179541180775,0.0002552605768666,0.1927395336104674,7.699822445501083e-08,25467.unified.tsv.gz,25467,Mean ISOVF in posterior corona radiata on FA skeleton (left)
PCDHGA10,7.079988656463776e-07,0.2872845007774127,0.4017333163967771,-0.1742148590114993,9.768888854836781e-09,0.0172169603176548,0.8423051937130277,-0.0316490143501569,0.658271901089281,0.0479913346898048,0.4668958533205384,25467.unified.tsv.gz,25467,Mean ISOVF in posterior corona radiata on FA skeleton (left)
PCDHGA10,2.1741785551682964e-15,0.2524074497897572,0.506349028959235,-0.3073607729572361,2.560038949025408e-17,0.0490071879197561,0.6159237684800559,-0.1148215068810246,0.1547191178280735,0.0963300411326085,0.1941779979868891,25644.unified.tsv.gz,25644,Weighted-mean L3 in tract superior longitudinal fasciculus (left)
CHD5,2.844105247119183e-07,-0.3421917711648158,6.056931530567636e-08,0.0112530229296436,0.0963286665512632,-0.089094101116631,0.205718277517099,0.0030170914630807,0.6791443188770777,0.0066450457439458,0.3196833038555416,30850.unified.tsv.gz,30850,Testosterone
KCNN1,2.785324649476417e-07,0.334600083105512,0.0052724546559163,0.0727071692832806,2.4785733598162466e-06,-0.00802674376841,0.9330482290720854,0.0495675458597054,5.720320945242426e-05,-0.0635021307530961,1.282102682601879e-07,30850.unified.tsv.gz,30850,Testosterone
PCDHGA10,2.561615352202474e-07,-0.4420305537963698,0.319941719233863,-0.2338620092651279,3.3301517477735473e-09,0.0714589056480596,0.523966727414451,0.0239648762684653,0.795925943082095,0.0045867613022017,0.9571513850914576,25573.unified.tsv.gz,25573,Weighted-mean L1 in tract cingulate gyrus part of cingulum (left)
ARL15,1.5180836618368783e-08,-80.77299671013505,1.014769418779484e-08,0.3251422138926649,2.067283125224305e-06,0.0,,0.9956012528565252,4.437344565829013e-07,-0.2479613953060752,0.00064119634563,25345.unified.tsv.gz,25345,Mean ICVF in pontine crossing tract on FA skeleton
AC127029.3,9.536086728776889e-08,0.1218391113208015,0.5813709227595376,-0.1350187160938977,0.0007249022155901,-0.137738374707508,0.4613604596935069,-0.1478815197146672,6.458083245041218e-08,0.1291928413660085,2.561603952113809e-05,height_custom.unified.tsv.gz,height_custom,Standing height
ADAMTS17,9.942091231024645e-09,0.103571178143353,0.6230176405040853,-0.0572988906128781,0.0001566460190637,-0.3048627653585251,3.7633586512762745e-05,-0.0960467229883802,6.337498271867332e-07,0.0362855635379892,0.0325267456422032,height_custom.unified.tsv.gz,height_custom,Standing height
ADAMTSL2,4.5009603754782624e-10,-0.0094948448139729,0.9479882450995436,-0.091837579936751,8.365100588542707e-10,-0.1248333284420036,0.0791463908579869,-0.0692357650381002,1.0582797294061089e-11,0.0692535252318923,2.874358273051601e-09,height_custom.unified.tsv.gz,height_custom,Standing height
ANGPTL2,3.048717161881739e-17,-0.0911609812619535,0.5710602332191868,-0.123091368198808,4.227222993074462e-15,-0.3894453430741311,4.596362683194735e-06,-0.0802493679203838,2.653375034492169e-06,0.0854355025521731,9.557635757085934e-08,height_custom.unified.tsv.gz,height_custom,Standing height
APOH,3.78767836639969e-10,-0.5096632937478205,0.042047244200304,-0.0101051881521574,6.555124118516064e-09,-0.0133570175102549,0.7737776410930345,-0.017303458649967,0.0083401772354127,0.0313985779383469,1.7835279284230356e-06,height_custom.unified.tsv.gz,height_custom,Standing height
B4GALNT3,4.151959801045747e-12,-0.2994815471819848,0.0660842279832813,0.0417465574754474,4.86070712000966e-08,0.1328907107723343,1.1968980829810572e-06,0.0308445628713848,1.7325654898420638e-08,-0.0229370483776053,0.0003622054699296,height_custom.unified.tsv.gz,height_custom,Standing height
C16orf70,2.2154618581835967e-09,0.0062440488296076,0.9524725917788056,-0.0185896570273075,6.560827235163994e-10,-0.1570269544502051,0.0457949900912305,0.0351919397324583,0.1809941736224497,0.0091992146077673,0.7199205453333295,height_custom.unified.tsv.gz,height_custom,Standing height
CLEC3A,2.212342545977329e-08,-1.5024155394133545,0.2710660929279868,0.0585047693555526,1.8467322297108087e-09,0.1901769695182565,0.1038312481651219,0.0143162134428679,0.7415493918399747,-0.0147354271179863,0.7513651115949754,height_custom.unified.tsv.gz,height_custom,Standing height
CNNM3,3.970157530567635e-07,-0.222861974017528,0.3525375280941568,0.0823428688797215,4.69363206709912e-06,0.1937393453897525,0.0020543177020051,0.0609279833529904,5.971820218625529e-07,-0.0501474806449425,0.0022025379422644,height_custom.unified.tsv.gz,height_custom,Standing height
COL27A1,2.749495692239352e-16,-0.0016195287591611,0.985549392665774,-0.0635925817679905,4.8270648323807535e-09,-0.3966277852762506,2.3476634890758928e-11,-0.0427736498557489,3.152651271768877e-08,0.0424489035708487,7.737404270484149e-07,height_custom.unified.tsv.gz,height_custom,Standing height
COLGALT2,1.551499638565049e-08,-0.1093915569597895,0.4171763468079494,0.0568350190455291,4.5879544149922453e-07,0.178062857491644,0.0034729797450391,0.0426742928830062,2.5217473991441325e-07,-0.0366342155878827,9.11579133700992e-05,height_custom.unified.tsv.gz,height_custom,Standing height
